ข้อคำถาม,5,5(%),4,4(%),3,3(%),2,2(%),1,1(%),0,0(%),x_bar,SD,topic,degree,semester,subject,section,นักศึกษาที่จดทะเบียน,นักศึกษาที่ประเมิน,url,year,sem,n,class,situation
สอนอย่างเป็นระบบ,4,57.14,2,28.57,0,0,1,14.29,0,0,0,0,4.29,1.11,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
สอนให้คิด วิเคราะห์ วิจารณ์,4,57.14,1,14.29,2,28.57,0,0,0,0,0,0,4.29,0.95,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
กระตุ้นบรรยากาศการเรียนการสอน มีวิธีสอนที่น่าสนใจและน่าติดตาม,1,14.29,2,28.57,3,42.86,1,14.29,0,0,0,0,3.43,0.98,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
เปิดโอกาสให้แสดงความคิดเห็นและแลกเปลี่ยนประสบการณ์ ทั้งภายในและภายนอกห้องเรียน,3,42.86,3,42.86,1,14.29,0,0,0,0,0,0,4.29,0.76,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
มีการให้นำเสนองาน/มีการวัดผลโดยวิธีอื่นๆที่สะท้อนความสามารถของผู้เรียนนอกเหนือจากการตอบข้อสอบ,4,57.14,2,28.57,1,14.29,0,0,0,0,0,0,4.43,0.79,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ทำให้เห็นความสัมพันธ์กับวิชาอื่นที่เกี่ยวข้อง,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ใช้สื่อและอุปกรณ์ช่วยสอนได้ดี,5,71.43,2,28.57,0,0,0,0,0,0,0,0,4.71,0.49,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
แนะนำแหล่งค้นคว้าข้อมูลเพิ่มเติมให้,3,42.86,3,42.86,1,14.29,0,0,0,0,0,0,4.29,0.76,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนแจ้งวัตถุประสงค์และเนื้อหารายวิชาตามเค้าโครงการสอนรายวิชาอย่างชัดเจน,3,42.86,4,57.14,0,0,0,0,0,0,0,0,4.43,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนแจ้งเกณฑ์และวิธีประเมินผลล่วงหน้าชัดเจน,3,42.86,4,57.14,0,0,0,0,0,0,0,0,4.43,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนเข้าสอนและเลิกสอนตรงเวลา,6,85.71,1,14.29,0,0,0,0,0,0,0,0,4.86,0.38,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนมาสอนสม่ำเสมอ,4,57.14,3,42.86,0,0,0,0,0,0,0,0,4.57,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนสอนเนื้อหาครบถ้วน และสอดคล้องตามเค้าโครงการสอนรายวิชา,4,57.14,3,42.86,0,0,0,0,0,0,0,0,4.57,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนมีการเตรียมการสอนมาอย่างดี,3,42.86,4,57.14,0,0,0,0,0,0,0,0,4.43,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนชี้แนะจุดมุ่งหมายประเด็นหรือข้อสรุปที่เป็นเนื้อหาสาระสำคัญ,4,57.14,3,42.86,0,0,0,0,0,0,0,0,4.57,0.53,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
ผู้สอนแทรกเนื้อหาเกี่ยวกับคุณธรรมจริยธรรมในการเรียนการสอน,5,71.43,2,28.57,0,0,0,0,0,0,0,0,4.71,0.49,ส่วนที่ 2 ข้อคำถามของคณะ/หน่วยงาน,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
โสตทัศนูปกรณ์ช่วยสอนในห้องเรียน เช่น ไมโครโฟน เครื่องฉายแผ่นทึบ มีคุณภาพพร้อมใช้งาน,4,57.14,2,28.57,1,14.29,0,0,0,0,0,0,4.43,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
สภาพของห้องเรียนหรือห้องปฏิบัติการ เช่น แสง อุณหภูมิ โต๊ะ เก้าอี้ จุดเชื่อมต่ออินเตอร์เน็ตไร้สายบริการ ฯลฯ มีความเหมาะสมและคุณภาพพร้อมใช้งาน,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
จำนวนอุปกรณ์ในการเรียนการสอนเพียงพอ และเหมาะสมต่อจำนวนผู้เรียน เช่น คอมพิวเตอร์ เครื่องดนตรี ฯลฯ,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
เจ้าหน้าที่อำนวยความสะดวกในการให้บริการในการเรียนวิชานี้,5,71.43,1,14.29,1,14.29,0,0,0,0,0,0,4.57,0.79,ส่วนที่ 3 สภาพแวดล้อมและสิ่งสนับสนุนการเรียนรู้,ปริญญาตรี โครงการพิเศษ,2/2561,NVI781,231863,44,7 (15.91%),https://sgulyano.github.io/eval/68346670.html,2561,2,7,2/2561|NVI781|231863,normal
"ผู้สอนมีการกำหนดวัตถุประสงค์, หัวข้อการสอน, และมีเอกสารอ่านประกอบ",124,71.26,36,20.69,12,6.9,0,0,1,0.57,1,0.57,4.63,0.67,ส่วนที่ 1 ข้อคำถามกลางของมหาวิทยาลัย,ปริญญาตรี โครงการปกติ,2/2563,RMW014,556574,560,175 (31.25%),https://sgulyano.github.io/eval/71728345.html,2563,2,175,2/2563|RMW014|556574,covid
